author,timestamp,content,post_url,reactions
unknown,2018-04-08,"Ben Snape
you usually just do it for fun but here",https://www.facebook.com/groups/1996906587229548/posts/2005711909682349/?comment_id=2005736669679873&__cft__[0]=AZXlLnnxqyQqwJh_tSOylZGjkiUNPKcyF5wKvCBkcryM1OvZuYSj3J3nS0cc2Qd2Vn-XZJ2KfZRjWzPir29w2e_Y4a8M9B8UQLI2M7Hny1UKF6cBL5b_nUuZhJf4vuM9iUTTwVSbS3pfuGfpeQdLdBd3fBkBd2uj3V_pAA3PprLo55WSbWMNqTtXXVhG5UJHFA_fVfHO1DiW94KGtTHlT5Y-&__tn__=R-R,0
unknown,2018-04-08,"Looking for what the school district would be was mentioned at the meeting, which would include the areas you are talking about",https://www.facebook.com/groups/1996906587229548/posts/2001952573391616/?comment_id=2002264633360410&__cft__[0]=AZXYAwUZcelDiMWX-S-vgM36N0WEYeXyQWM91QLeMBqMOUvBxwaoU4zOMTtnMJzx-Q6U6JRoXx-Fy238ysBNnwnOa0qAtGGnhmdZrmsVt9If9AjG3Ei-379IOjvQBgBe03xqyHIDScCZsjShRfDudtwMAauW9DyijFmQb-hSu9ucYZrHdgC39ERd6E7u8LF16lI&__tn__=R-R,0
unknown,2018-04-08,Pretty close to our house!!!,https://www.facebook.com/groups/1996906587229548/posts/2001952573391616/?comment_id=2002035476716659&__cft__[0]=AZXYAwUZcelDiMWX-S-vgM36N0WEYeXyQWM91QLeMBqMOUvBxwaoU4zOMTtnMJzx-Q6U6JRoXx-Fy238ysBNnwnOa0qAtGGnhmdZrmsVt9If9AjG3Ei-379IOjvQBgBe03xqyHIDScCZsjShRfDudtwMAauW9DyijFmQb-hSu9ucYZrHdgC39ERd6E7u8LF16lI&__tn__=R-R,0
unknown,2018-04-08,Ok I want to have my well tested but I have questions,https://www.facebook.com/groups/1996906587229548/posts/2002252836694923/?comment_id=2002257066694500&__cft__[0]=AZXRH40IlyCKU9R4SCBlvwEowNtn66vNRE9tBbIIoEbNchD-cQ9H6tzD3hzeX-DWTLY6o2xJNdeFnO3DyuRjLKmd8wBhfMxBNs3mXgmkmUbxIvF6WMC9euJBOVOWNXBUV8UOdk_9rPZdNtrl1vhCnYUL8xowuOIvW24tAtkuSupRTWMgiowkWHF32O41G16YMLun3q48GU3ZrfukaQPPixmP&__tn__=R-R,0
unknown,2018-04-08,"Since I was 34 living in Otsego I have had bypass heart surgery , two stents a heart attack, femoral artery bypass surgery and indolent follicular lymphoma. I thank God I am still here to enjoy his many blessings. It blows me away to think water waist …
See more
",https://www.facebook.com/groups/1996906587229548/posts/1996926187227588/?comment_id=2001449056775301&__cft__[0]=AZX1lpqjIJ6zKFmLYt7gjX-i-zUF-tyrTI4R6SBXhFsbjnI2KUy0aKOV_Rkz8H1xudadBattXe84n0VdfKBGgeLWbJO3bU2xpeBEPYT1xsiIRpaXoPSnAh1jZ0lHqBfUNhdS3OEqh2kjAN0jeMbRkuQ9iu5cfFzRFFX1mQDzdBc4nKwaBX1CHo_SM4e27NnvUH4&__tn__=R-R,0
unknown,2018-04-08,"I grew up on morrell st. where the little brook is at. I believe it’s probably a run off of the Kalamazoo river.? I played down there all the time. I have had 5 surgeries through my nose to get rid of a benign cyst that grows on my pituitary gland. It …
See more
",https://www.facebook.com/groups/1996906587229548/posts/1996926187227588/?comment_id=1997749260478614&__cft__[0]=AZX1lpqjIJ6zKFmLYt7gjX-i-zUF-tyrTI4R6SBXhFsbjnI2KUy0aKOV_Rkz8H1xudadBattXe84n0VdfKBGgeLWbJO3bU2xpeBEPYT1xsiIRpaXoPSnAh1jZ0lHqBfUNhdS3OEqh2kjAN0jeMbRkuQ9iu5cfFzRFFX1mQDzdBc4nKwaBX1CHo_SM4e27NnvUH4&__tn__=R-R,0
unknown,2018-04-08,"Stefanie Ann
...check this out!",https://www.facebook.com/groups/1996906587229548/posts/2002128936707313/?comment_id=2002170600036480&__cft__[0]=AZVE2wlxFg1zx2BLbvnEmvWiymE4spUqAxtoIPrpgJKmEX1nAaWPFpkY5_D3ifcdVE7fYSzXI5KAjwDkbn-lYzxwUwV9r3IAaoyPdcFZyxS6jl7gHvFOWUljzmdMC4JTypzoWcgwoOf3T7zTlj0HxyqtV4BJmcHDUWwTKsbjV7Txo3Rfeq5YPqoyIek6AWWkMM1l2lFhjS9ndwz4Ni7_R8TR&__tn__=R-R,0
unknown,2018-04-08,And also other health issues.,https://www.facebook.com/groups/1996906587229548/posts/2001647183422155/?comment_id=2002242940029246&__cft__[0]=AZUhP6kEz0kVKTyPZyXXAu4Pd9KL-wQjPWvOdbnynNCy-C0QYSpKFE0QXnWG9XqMTyQwOvshowjV8Nh4bC4C8zPjGJG2m7Iwb5RGpUllHCsFFFU1pNZ9zrM_yndH5VVE97G-XOHID6RrtJy7tjER-tM9F4OOzDSQWxxNWmW_W5aV625K56gn4gYqeQui38fLvbc&__tn__=R-R,0
unknown,2018-04-08,I live right up the hill from the dump and less the 2 blocks from the mill played on Helen Ave. Had cervical cancer in my 40's had a full hysterectomy.,https://www.facebook.com/groups/1996906587229548/posts/2001647183422155/?comment_id=2002242610029279&__cft__[0]=AZUhP6kEz0kVKTyPZyXXAu4Pd9KL-wQjPWvOdbnynNCy-C0QYSpKFE0QXnWG9XqMTyQwOvshowjV8Nh4bC4C8zPjGJG2m7Iwb5RGpUllHCsFFFU1pNZ9zrM_yndH5VVE97G-XOHID6RrtJy7tjER-tM9F4OOzDSQWxxNWmW_W5aV625K56gn4gYqeQui38fLvbc&__tn__=R-R,0
unknown,2018-04-08,Oh yes..lots of dumping and cover up,https://www.facebook.com/groups/1996906587229548/posts/2000707146849492/?comment_id=2001283600125180&__cft__[0]=AZUvH3eticWn9vdpN_pBeu4LGDw_aJc6b9mkf4TXvyvduOppczCE8dyRoYBBUOBMQiTVIsaDHa9-iyVS-kOfWxtNjZ04ddFQiepHyvpuWHuepVpWZKQ9ljVJFonU0N_VWCgssuer3RD_C33bT_08Fwn46J-BWQJa5dMztwqzHmXviZTih7rHsjKN_5TNO_k3Qoc&__tn__=R-R,0
unknown,2018-04-08,"I lived down the street from you growing up, on Catherine st (onnthe corner)...i think your sister used to live in the small yellow house across from us... but, we played in those woods all the time! Our dad worked at rock Tenn too and he always tells …
See more
",https://www.facebook.com/groups/1996906587229548/posts/2000707146849492/?comment_id=2001278113459062&__cft__[0]=AZUvH3eticWn9vdpN_pBeu4LGDw_aJc6b9mkf4TXvyvduOppczCE8dyRoYBBUOBMQiTVIsaDHa9-iyVS-kOfWxtNjZ04ddFQiepHyvpuWHuepVpWZKQ9ljVJFonU0N_VWCgssuer3RD_C33bT_08Fwn46J-BWQJa5dMztwqzHmXviZTih7rHsjKN_5TNO_k3Qoc&__tn__=R-R,0
unknown,2018-04-08,Thank you,https://www.facebook.com/groups/1996906587229548/posts/2001264510127089/?comment_id=2001265820126958&__cft__[0]=AZXcj5OmsIA4oeaFFndOUqb9CAOUKz9qoHWplXetiIfQ-T7lDDir-54kox7iu3pR70jFdVdZ_6wuvml4C-LCYzT8u47RkSSsg3p85BR28v_zrBlOScgh6a9nXG4JN24pUUirAn2UuON8o8oIrVEfEMBMwDdJZ9FkaQ_tMLom_Gr2S2Ppb3kZEaOylEsTe_NZluhnc5-rSH_qukIwD6bqLnqQ&__tn__=R-R,0
unknown,2018-04-08,I'm sorry for your losses and ills.,https://www.facebook.com/groups/1996906587229548/posts/2001192623467611/?comment_id=2001241540129386&__cft__[0]=AZXci2npW5ghEVGFCvjwGTuy3QVFOP1UZZ0O2HdF4307yDKqzZ54DFDA0jLPbqvW_38RAinpO6RshApm8CPUfzFaHHpHUrQDr37I0H2cKmZ8xARRljb5oFuOyVYEC8L0c1_GaFoeoxvTz714hILV8h76j0cI7z4hws8oQXa7U_MOW1AaPTCpX1czIK3PFJ5odb4&__tn__=R-R,0
unknown,2018-04-08,Thank you for everything. My health has not been the same since my 10 years there.,https://www.facebook.com/groups/1996906587229548/posts/2001192623467611/?comment_id=2001236970129843&__cft__[0]=AZXci2npW5ghEVGFCvjwGTuy3QVFOP1UZZ0O2HdF4307yDKqzZ54DFDA0jLPbqvW_38RAinpO6RshApm8CPUfzFaHHpHUrQDr37I0H2cKmZ8xARRljb5oFuOyVYEC8L0c1_GaFoeoxvTz714hILV8h76j0cI7z4hws8oQXa7U_MOW1AaPTCpX1czIK3PFJ5odb4&__tn__=R-R,0
unknown,2018-04-08,Can you make this available to share?,https://www.facebook.com/groups/1996906587229548/posts/2001115696808637/?comment_id=2001183780135162&__cft__[0]=AZVl3Xlu-1VnnmYEM7FdNd8Jljk-khL174SpUMcoLsFsi93BJbFgICMe4NLnNn8NRdIwH7eINVxveJQay8Q18gUL8CQICt1U4EMBrxKjuJR0vaBVMDtRfzvRci5pZUYv3Wd3K4x2yEHSG3gTCtu_J4JIP-jpZqEzW1ZJyCCm9OPK4mlS8UjQLKsa_IxZPfwGcHF9VWEaoftwzmkR3Kh5SUab0-_Vj2Qml6jhiRClfVTjAQ&__tn__=R-R,0
unknown,2018-04-08,Thank you!,https://www.facebook.com/groups/1996906587229548/posts/2001132816806925/?comment_id=2001161016804105&__cft__[0]=AZVYve_ZvWbiOqQFb90dv8twiDD95tdVEHN8KBCSyQiiCL1PMwIOQzhANmwQ9eB4WVphVK6fboFqglAL6WdTtAalaDhJe0Kiulq7JJWq0j-SxdEe-GAyO9I4WZw9p2x8o-1weUdpRM9AXI9kUQonlwhhBpqVzaQmohAp95EWtWw90qQRbZ2UWgjKaMxzAtW1vVY&__tn__=R-R,0
unknown,2018-04-08,For some reason my volume isn't working,https://www.facebook.com/groups/1996906587229548/posts/2001073973479476/?comment_id=2001105766809630&__cft__[0]=AZXcpOqE2XgoA70DdbGeUuXn8K_Pc8CKJm4_upfEHGR25IkgcH5HgXWovle_-h3Ow8O9NCBEfs5dY85BybLhHQtusZx7QwFhhNISoiCzbWHGB0khtQYADydmeocvXq2BMxkfR8ABBVJMu9rz6gqWOyTOoyHTF9zxyN86_hsL52_bIAD9seim5MitSJAptcHKX1k&__tn__=R-R,0
unknown,2018-04-08,I am unable to attend because I have to work. I wish I could be there!,https://www.facebook.com/groups/1996906587229548/posts/2001073973479476/?comment_id=2001101153476758&__cft__[0]=AZXcpOqE2XgoA70DdbGeUuXn8K_Pc8CKJm4_upfEHGR25IkgcH5HgXWovle_-h3Ow8O9NCBEfs5dY85BybLhHQtusZx7QwFhhNISoiCzbWHGB0khtQYADydmeocvXq2BMxkfR8ABBVJMu9rz6gqWOyTOoyHTF9zxyN86_hsL52_bIAD9seim5MitSJAptcHKX1k&__tn__=R-R,0
unknown,2018-04-08,We just bought our house a year ago! Do we need to move out! What about our children?,https://www.facebook.com/groups/1996906587229548/posts/2000794333507440/?comment_id=2000866493500224&__cft__[0]=AZWfb9EMr3fq7Vs5jU_F_74IXyVsbRndVgckyRG1KQfo90UPl4h_R62ru7S1dY5RAD49JRLxS4YVEdPSxyxzUzkC_kMCQReWI0dR4foVnXnw3UBIyYdemXzMX0gVMrSoWk1IVxmTmVuzwOapqM6lzjbA5Vjv8ujvq_I6On_mus78xwKz17kJjLYXmp_NP1zPEccuRruGBKHXDSwJREyfXpShEOsvzlBp3Q0UKfOrJJoC9Q&__tn__=R-R,0
unknown,2018-04-08,Interesting....,https://www.facebook.com/groups/1996906587229548/posts/2000794333507440/?comment_id=2000835753503298&__cft__[0]=AZWfb9EMr3fq7Vs5jU_F_74IXyVsbRndVgckyRG1KQfo90UPl4h_R62ru7S1dY5RAD49JRLxS4YVEdPSxyxzUzkC_kMCQReWI0dR4foVnXnw3UBIyYdemXzMX0gVMrSoWk1IVxmTmVuzwOapqM6lzjbA5Vjv8ujvq_I6On_mus78xwKz17kJjLYXmp_NP1zPEccuRruGBKHXDSwJREyfXpShEOsvzlBp3Q0UKfOrJJoC9Q&__tn__=R-R,0
unknown,2018-04-08,"Was sent an invite for this group, and then it was on the news tonight.  Unbelieveable....",https://www.facebook.com/groups/1996906587229548/posts/2000747610178779/?comment_id=2000833010170239&__cft__[0]=AZXQSrK5z701SfbXIpEJOH1hc6y-3nYdaiux_FLdjNBojyUM3PviRZorBPdBybCifziM8OtMimYtwVl2CYBB5u-2_DJlWeax6SrUhW_mzhCkiJ0fzhxjVNWzOncun7u3L2G-hYzxY8tdYBcKW5f1xfJMg-prM2xuWjQ0-BzYhdcDfR9YH2U3ClJmRxPdI5-PxZcL3A3aCaXCaQGgOsJw3zMJ&__tn__=R-R,0
unknown,2018-04-08,"I use to live down the road from there, those trees have had that white film for a long time.",https://www.facebook.com/groups/1996906587229548/posts/2000700063516867/?comment_id=2000827736837433&__cft__[0]=AZVk4KZnEzz6zDrLnrfLAbifS3WdPpPxFw3nhoGeBya1zq7GDr1EmULQ7wT5isiEJaxY2WFNGVc83twXpqPKQcNtJb-bd0ycdH6BJwJ4kuYbg6rV2_4GG-AJF2LJ3ctZfEbfbISfu__xIsXO9S3XANRegfhn6h0v44DtLeCBhaNSnh6QN5DtRAkHk9-mMLx6WF0&__tn__=R-R,0
unknown,2018-04-08,Rachel Schuiteboer. Bethany's,https://www.facebook.com/groups/1996906587229548/posts/2000700063516867/?comment_id=2000820226838184&__cft__[0]=AZVk4KZnEzz6zDrLnrfLAbifS3WdPpPxFw3nhoGeBya1zq7GDr1EmULQ7wT5isiEJaxY2WFNGVc83twXpqPKQcNtJb-bd0ycdH6BJwJ4kuYbg6rV2_4GG-AJF2LJ3ctZfEbfbISfu__xIsXO9S3XANRegfhn6h0v44DtLeCBhaNSnh6QN5DtRAkHk9-mMLx6WF0&__tn__=R-R,0
unknown,2018-04-08,Where are you meeting?,https://www.facebook.com/groups/1996906587229548/posts/1999609040292636/?comment_id=2000776870175853&__cft__[0]=AZVKnZNGyVjg67ZIPiJwTP3Qguyklou80oqJ9SUnjhWUwB-61vO81DZ0IzvpgnRH-PKYdar-99YzsXoIPazrLm9FbTiWrzTk6NUYj-lRWyU4xpYMtdzl9TlsnPjUGjT5hj4_Z8pY-lGyI5x8MFityaghPBoWMvBgvREFNEG7nTaoYjntT57uWpLKk9UIa7NZAO4&__tn__=R-R,0
unknown,2018-04-08,I honestly am curious.,https://www.facebook.com/groups/1996906587229548/posts/1999609040292636/?comment_id=2000455436874663&__cft__[0]=AZVKnZNGyVjg67ZIPiJwTP3Qguyklou80oqJ9SUnjhWUwB-61vO81DZ0IzvpgnRH-PKYdar-99YzsXoIPazrLm9FbTiWrzTk6NUYj-lRWyU4xpYMtdzl9TlsnPjUGjT5hj4_Z8pY-lGyI5x8MFityaghPBoWMvBgvREFNEG7nTaoYjntT57uWpLKk9UIa7NZAO4&__tn__=R-R,0
unknown,2018-04-08,"Not at all trying to take away from the massive impact cancer has had on our small town, but this health crisis has tentacles in other areas.
",https://www.facebook.com/groups/1996906587229548/posts/2000593113527562/?comment_id=2000618573525016&__cft__[0]=AZWViXIs4QkTrD58_S8CuLoW_ouYWRLbaolSBBBAWZGrjPThQ8z5tmUUJgI6VBr7gdFFHS9OkZ8dPfOs569X0gJD0Ggl4VQfPAec8oHAMVRU3OrP2Uri8engu05B-maBctztaf95aIHFhfX9ANDb-tNqy5lnG1gmh6OR3izfBS-SN_g-mzZOXOoGLPh39Vq_OfF3Pr-IbSv9T8Dwjkr4j8N-&__tn__=R-R,0
unknown,2018-04-08,"No pics of cancer but I got some crazy surgical pictures of my endometriosis (especially the inoperable endo on the pericardium near my heart)
not trying to gross anyone out with my insides though. Might bring some ultrasound pictures of all of the babies I lost though!",https://www.facebook.com/groups/1996906587229548/posts/2000593113527562/?comment_id=2000613610192179&__cft__[0]=AZWViXIs4QkTrD58_S8CuLoW_ouYWRLbaolSBBBAWZGrjPThQ8z5tmUUJgI6VBr7gdFFHS9OkZ8dPfOs569X0gJD0Ggl4VQfPAec8oHAMVRU3OrP2Uri8engu05B-maBctztaf95aIHFhfX9ANDb-tNqy5lnG1gmh6OR3izfBS-SN_g-mzZOXOoGLPh39Vq_OfF3Pr-IbSv9T8Dwjkr4j8N-&__tn__=R-R,0
unknown,2018-04-08,Don't Forget about the old rock ten paper mill and the 80 acres they polluted for 100 years. Also some of these workers that worked at rock tenn now have frontal lobe dementia at very young ages.,https://www.facebook.com/groups/1996906587229548/posts/1999623256957881/?comment_id=2000688296851377&__cft__[0]=AZVUmgOeOn76hZMwILAgRkaO1gSnJ0cC4kz7pV4bHvAJZlT5DCD184qTifgkgQjk9C_IxzDQXn7PO0FbPGvNRUEmwLdJb_Ywl7gipkpuhiPnXEG1dEkceui4d_If0jcktRicMDzmsLSGmbHaMe7AkgB2KLw4gv4OziZfoaKk0TyjWB3mUv8NK7-t1-VXmgE_p6w&__tn__=R-R,0
unknown,2018-04-08,We all feared there would be a lot of conspiracy theory....let's just all see what the experts have to say!,https://www.facebook.com/groups/1996906587229548/posts/1999623256957881/?comment_id=2000314896888717&__cft__[0]=AZVUmgOeOn76hZMwILAgRkaO1gSnJ0cC4kz7pV4bHvAJZlT5DCD184qTifgkgQjk9C_IxzDQXn7PO0FbPGvNRUEmwLdJb_Ywl7gipkpuhiPnXEG1dEkceui4d_If0jcktRicMDzmsLSGmbHaMe7AkgB2KLw4gv4OziZfoaKk0TyjWB3mUv8NK7-t1-VXmgE_p6w&__tn__=R-R,0
unknown,2018-04-08,Everything seems so obvious. Let’s get this done.,https://www.facebook.com/groups/1996906587229548/posts/2000233106896896/?comment_id=2000243303562543&__cft__[0]=AZUu0xLNgFEo7y8dwIKVxhU07jm1aH0IW_SXcviSQDRea3ROSsbsmJsNg2kXi2SsoBLK0N16YH6Ywa-WRW87h1Rd8XXDgHcgqZ00LJG3LmnWhKf6mXXNn5xmvNB5A_L6JzvOu-A3vK9loT3hKXmUCmKb9quaLpn3wI8fXYRJ609HuRPtXaXAJpgAvIqavh21Xg8&__tn__=R-R,0
unknown,2018-04-08,It's Thursday and I won't get down to Micheal's so I'm thinking I wont beable to get these ribbons done in time.,https://www.facebook.com/groups/1996906587229548/posts/1999662856953921/?comment_id=2000160430237497&__cft__[0]=AZW1bakrDRBjnaPvs7rR5iMuTaY1ssBqZ5XGW8fTXxXz4fqfWoCqp-sqkcB-8vhEoc03LLybLXT3jKws_J0Mhazp2Cbck6Xh6TsAURzwVojqDtfZU98HkTQb3fqunWB7vGTJ-ARZpaPRcswJzrauyCqirSx_56SUo6Xppz4qaryWSCzhfBHbayzkwt6AX6f8lby_3gOuJHiVQ-0znHxTmKY6&__tn__=R-R,0
unknown,2018-04-08,Would anyone care if i made this my profile picture?,https://www.facebook.com/groups/1996906587229548/posts/1999662856953921/?comment_id=1999866916933515&__cft__[0]=AZW1bakrDRBjnaPvs7rR5iMuTaY1ssBqZ5XGW8fTXxXz4fqfWoCqp-sqkcB-8vhEoc03LLybLXT3jKws_J0Mhazp2Cbck6Xh6TsAURzwVojqDtfZU98HkTQb3fqunWB7vGTJ-ARZpaPRcswJzrauyCqirSx_56SUo6Xppz4qaryWSCzhfBHbayzkwt6AX6f8lby_3gOuJHiVQ-0znHxTmKY6&__tn__=R-R,0
